GEO_id,GEO_id2,GEO_display_label,HD01_VD01,HD02_VD01
1400000US48029171401,48029171401,"Census Tract 1714.01, Bexar County, Texas",4619,686
1400000US48029171402,48029171402,"Census Tract 1714.02, Bexar County, Texas",5122,688
1400000US48029171501,48029171501,"Census Tract 1715.01, Bexar County, Texas",2424,365
1400000US48029171502,48029171502,"Census Tract 1715.02, Bexar County, Texas",5556,604
1400000US48029171601,48029171601,"Census Tract 1716.01, Bexar County, Texas",4387,587
1400000US48029171602,48029171602,"Census Tract 1716.02, Bexar County, Texas",3268,550
1400000US48029171700,48029171700,"Census Tract 1717, Bexar County, Texas",7419,732
1400000US48029171801,48029171801,"Census Tract 1718.01, Bexar County, Texas",5348,520
1400000US48029171802,48029171802,"Census Tract 1718.02, Bexar County, Texas",6305,680
1400000US48029171902,48029171902,"Census Tract 1719.02, Bexar County, Texas",10536,1037
1400000US48029171903,48029171903,"Census Tract 1719.03, Bexar County, Texas",6914,568
1400000US48029171912,48029171912,"Census Tract 1719.12, Bexar County, Texas",6161,451
1400000US48029171913,48029171913,"Census Tract 1719.13, Bexar County, Texas",5118,428
1400000US48029171914,48029171914,"Census Tract 1719.14, Bexar County, Texas",5550,596
